sex,test,test_name,short_name,long_name,system,unit,unit_source,unit_confidence,nhanes_name,age_bin,age_lo,age_hi,age_mid,scale_type,axis_column,is_log_scale,stats_n_total,n_age_years_present,age_years_present,density_points_used,weighting_method,has_density_data,raw_min,raw_max,q0,q1,q2,q3,q4,raw_q0,raw_q1,raw_q2,raw_q3,raw_q4
male,lab.20008.no_meds,CONTROL_PT,PT ctrl,PT control,Coagulation,sec,manual_clinical_override,medium,TB Mitogen control result,95-99,95,99,97.0,log,log_x,True,2358.0,4,95|96|97|98,120,stats_n,True,10.3999996185303,16.0,2.3418057694675474,2.5672085959917212,2.5884620677975385,2.6080742102562877,2.772588722239781,10.3999996185303,13.029403302923246,13.309287074141766,13.572887140166078,16.0
male,lab.20008.no_meds,CONTROL_PT,PT ctrl,PT control,Coagulation,sec,manual_clinical_override,medium,TB Mitogen control result,95-99,95,99,97.0,regular,x,False,2358.0,4,95|96|97|98,120,stats_n,True,10.3999996185303,16.0,10.3999996185303,13.030400067982262,13.308205128438166,13.570737451962112,16.0,10.3999996185303,13.030400067982262,13.308205128438166,13.570737451962112,16.0
male,lab.17602.no_meds,PT_SEC,PT-sec,PT sec,Coagulation,sec,manual_clinical_override,high,,20-24,20,24,22.0,log,log_x,True,95068.0,5,20|21|22|23|24,150,stats_n,True,8.0,30.6000003814697,2.0794415416798357,2.442958023774699,2.51293837216134,2.613298119064074,3.421000021424665,8.0,11.507028513614703,12.341139697088575,13.643976184523499,30.6000003814697
male,lab.17602.no_meds,PT_SEC,PT-sec,PT sec,Coagulation,sec,manual_clinical_override,high,,20-24,20,24,22.0,regular,x,False,95068.0,5,20|21|22|23|24,150,stats_n,True,8.0,30.6000003814697,8.0,11.50915840840203,12.344186943491128,13.64568914756444,30.6000003814697,8.0,11.50915840840203,12.344186943491128,13.64568914756444,30.6000003814697
male,lab.17602.no_meds,PT_SEC,PT-sec,PT sec,Coagulation,sec,manual_clinical_override,high,,25-29,25,29,27.0,log,log_x,True,111152.0,5,25|26|27|28|29,150,stats_n,True,8.0,30.6000003814697,2.0794415416798357,2.421053862873631,2.4863664007738526,2.578708365921378,3.421000021424665,8.0,11.257717155667489,12.01752980329123,13.180103290048415,30.6000003814697
male,lab.17602.no_meds,PT_SEC,PT-sec,PT sec,Coagulation,sec,manual_clinical_override,high,,25-29,25,29,27.0,regular,x,False,111152.0,5,25|26|27|28|29,150,stats_n,True,8.0,30.6000003814697,8.0,11.2598992313902,12.01971406166251,13.181152393342543,30.6000003814697,8.0,11.2598992313902,12.01971406166251,13.181152393342543,30.6000003814697
male,lab.17602.no_meds,PT_SEC,PT-sec,PT sec,Coagulation,sec,manual_clinical_override,high,,30-34,30,34,32.0,log,log_x,True,120635.0,5,30|31|32|33|34,150,stats_n,True,7.90000009536743,30.6000003814697,2.0668627715448022,2.410658970375999,2.4746651953862395,2.565084718849654,3.421000021424665,7.90000009536743,11.14130051357505,11.877729728599077,13.001759817148486,30.6000003814697
male,lab.17602.no_meds,PT_SEC,PT-sec,PT sec,Coagulation,sec,manual_clinical_override,high,,30-34,30,34,32.0,regular,x,False,120635.0,5,30|31|32|33|34,150,stats_n,True,7.90000009536743,30.6000003814697,7.90000009536743,11.143878696112413,11.87967124628991,13.002880601456116,30.6000003814697,7.90000009536743,11.143878696112413,11.87967124628991,13.002880601456116,30.6000003814697
male,lab.17602.no_meds,PT_SEC,PT-sec,PT sec,Coagulation,sec,manual_clinical_override,high,,35-39,35,39,37.0,log,log_x,True,129444.0,5,35|36|37|38|39,150,stats_n,True,7.0,30.6000003814697,1.9459101490553132,2.4026634387788763,2.4639308842397014,2.553145268722876,3.421000021424665,7.0,11.052575069504886,11.750912348300586,12.847448980605584,30.6000003814697
male,lab.17602.no_meds,PT_SEC,PT-sec,PT sec,Coagulation,sec,manual_clinical_override,high,,35-39,35,39,37.0,regular,x,False,129444.0,5,35|36|37|38|39,150,stats_n,True,7.0,30.6000003814697,7.0,11.05505488724918,11.753046440919267,12.848559716070127,30.6000003814697,7.0,11.05505488724918,11.753046440919267,12.848559716070127,30.6000003814697
male,lab.17602.no_meds,PT_SEC,PT-sec,PT sec,Coagulation,sec,manual_clinical_override,high,,40-44,40,44,42.0,log,log_x,True,145350.0,5,40|41|42|43|44,150,stats_n,True,7.30000019073486,30.6000003814697,1.987874374282408,2.4017676796431466,2.4624028593813168,2.553557550250924,3.421000021424665,7.30000019073486,11.04267905729641,11.73297037350643,12.852746838532262,30.6000003814697
male,lab.17602.no_meds,PT_SEC,PT-sec,PT sec,Coagulation,sec,manual_clinical_override,high,,40-44,40,44,42.0,regular,x,False,145350.0,5,40|41|42|43|44,150,stats_n,True,7.30000019073486,30.6000003814697,7.30000019073486,11.045134485032877,11.735392950414532,12.853975508527371,30.6000003814697,7.30000019073486,11.045134485032877,11.735392950414532,12.853975508527371,30.6000003814697
male,lab.17602.no_meds,PT_SEC,PT-sec,PT sec,Coagulation,sec,manual_clinical_override,high,,45-49,45,49,47.0,log,log_x,True,168458.0,5,45|46|47|48|49,150,stats_n,True,7.90000009536743,30.6000003814697,2.0668627715448022,2.39678577027507,2.461960159227844,2.560137371736387,3.421000021424665,7.90000009536743,10.987802240217604,11.72777733528561,12.937594453290753,30.6000003814697
male,lab.17602.no_meds,PT_SEC,PT-sec,PT sec,Coagulation,sec,manual_clinical_override,high,,45-49,45,49,47.0,regular,x,False,168458.0,5,45|46|47|48|49,150,stats_n,True,7.90000009536743,30.6000003814697,7.90000009536743,10.989324633841978,11.730180673253052,12.939108340833114,30.6000003814697,7.90000009536743,10.989324633841978,11.730180673253052,12.939108340833114,30.6000003814697
male,lab.17602.no_meds,PT_SEC,PT-sec,PT sec,Coagulation,sec,manual_clinical_override,high,,50-54,50,54,52.0,log,log_x,True,202609.0,5,50|51|52|53|54,150,stats_n,True,7.05000019073486,30.6000003814697,1.953027643878767,2.3958318630331688,2.4635756580969574,2.570517298613809,3.421000021424665,7.05000019073486,10.977325893613934,11.746738858343631,13.072585122300913,30.6000003814697
male,lab.17602.no_meds,PT_SEC,PT-sec,PT sec,Coagulation,sec,manual_clinical_override,high,,50-54,50,54,52.0,regular,x,False,202609.0,5,50|51|52|53|54,150,stats_n,True,7.05000019073486,30.6000003814697,7.05000019073486,10.979002420148644,11.74992168514208,13.074592080488474,30.6000003814697,7.05000019073486,10.979002420148644,11.74992168514208,13.074592080488474,30.6000003814697
male,lab.17602.no_meds,PT_SEC,PT-sec,PT sec,Coagulation,sec,manual_clinical_override,high,,55-59,55,59,57.0,log,log_x,True,251954.0,5,55|56|57|58|59,150,stats_n,True,5.5,30.6000003814697,1.7047480922384253,2.3947230485873936,2.463478517627735,2.5764132587059954,3.421000021424665,5.5,10.965160821737209,11.74559783004001,13.14988822655625,30.6000003814697
male,lab.17602.no_meds,PT_SEC,PT-sec,PT sec,Coagulation,sec,manual_clinical_override,high,,55-59,55,59,57.0,regular,x,False,251954.0,5,55|56|57|58|59,150,stats_n,True,5.5,30.6000003814697,5.5,10.967372213740012,11.74918735461422,13.152205527503929,30.6000003814697,5.5,10.967372213740012,11.74918735461422,13.152205527503929,30.6000003814697
male,lab.17602.no_meds,PT_SEC,PT-sec,PT sec,Coagulation,sec,manual_clinical_override,high,,60-64,60,64,62.0,log,log_x,True,292791.0,5,60|61|62|63|64,150,stats_n,True,8.0,30.6000003814697,2.0794415416798357,2.398822204313596,2.4680660115725686,2.5850824572523634,3.421000021424665,8.0,11.010200973739108,11.799604471820274,13.26438278943481,30.6000003814697
male,lab.17602.no_meds,PT_SEC,PT-sec,PT sec,Coagulation,sec,manual_clinical_override,high,,60-64,60,64,62.0,regular,x,False,292791.0,5,60|61|62|63|64,150,stats_n,True,8.0,30.6000003814697,8.0,11.013204490163213,11.802993161792912,13.266814154308499,30.6000003814697,8.0,11.013204490163213,11.802993161792912,13.266814154308499,30.6000003814697
male,lab.17602.no_meds,PT_SEC,PT-sec,PT sec,Coagulation,sec,manual_clinical_override,high,,65-69,65,69,67.0,log,log_x,True,321496.0,5,65|66|67|68|69,150,stats_n,True,8.0,30.6000003814697,2.0794415416798357,2.401098023199552,2.4678485673859005,2.5791815025667115,3.421000021424665,8.0,11.03528673154668,11.797038995356974,13.18634075537457,30.6000003814697
male,lab.17602.no_meds,PT_SEC,PT-sec,PT sec,Coagulation,sec,manual_clinical_override,high,,65-69,65,69,67.0,regular,x,False,321496.0,5,65|66|67|68|69,150,stats_n,True,8.0,30.6000003814697,8.0,11.039158480882717,11.800703530583718,13.188674449937986,30.6000003814697,8.0,11.039158480882717,11.800703530583718,13.188674449937986,30.6000003814697
male,lab.17602.no_meds,PT_SEC,PT-sec,PT sec,Coagulation,sec,manual_clinical_override,high,,70-74,70,74,72.0,log,log_x,True,307807.0,5,70|71|72|73|74,150,stats_n,True,7.0,30.6000003814697,1.9459101490553132,2.4039237393384854,2.4761399649912694,2.5994325327501158,3.421000021424665,7.0,11.066513417459044,11.895259566438385,13.45609997198608,30.6000003814697
male,lab.17602.no_meds,PT_SEC,PT-sec,PT sec,Coagulation,sec,manual_clinical_override,high,,70-74,70,74,72.0,regular,x,False,307807.0,5,70|71|72|73|74,150,stats_n,True,7.0,30.6000003814697,7.0,11.07221619323025,11.900835990031748,13.460989922657859,30.6000003814697,7.0,11.07221619323025,11.900835990031748,13.460989922657859,30.6000003814697
male,lab.17602.no_meds,PT_SEC,PT-sec,PT sec,Coagulation,sec,manual_clinical_override,high,,75-79,75,79,77.0,log,log_x,True,255965.0,5,75|76|77|78|79,150,stats_n,True,7.59999990463257,30.6000003814697,2.0281482347439392,2.417147045247735,2.504774316621115,2.6340218412106875,3.421000021424665,7.59999990463257,11.213821110610558,12.24079610982111,13.929680357793659,30.6000003814697
male,lab.17602.no_meds,PT_SEC,PT-sec,PT sec,Coagulation,sec,manual_clinical_override,high,,75-79,75,79,77.0,regular,x,False,255965.0,5,75|76|77|78|79,150,stats_n,True,7.59999990463257,30.6000003814697,7.59999990463257,11.224120628554743,12.250437218346063,13.934198435953713,30.6000003814697,7.59999990463257,11.224120628554743,12.250437218346063,13.934198435953713,30.6000003814697
male,lab.17602.no_meds,PT_SEC,PT-sec,PT sec,Coagulation,sec,manual_clinical_override,high,,80-84,80,84,82.0,log,log_x,True,180496.0,5,80|81|82|83|84,150,stats_n,True,8.0,30.6000003814697,2.0794415416798357,2.4260979613400484,2.525114396063066,2.6597837832828226,3.421000021424665,8.0,11.314645645259032,12.49232425458305,14.293198336130173,30.6000003814697
male,lab.17602.no_meds,PT_SEC,PT-sec,PT sec,Coagulation,sec,manual_clinical_override,high,,80-84,80,84,82.0,regular,x,False,180496.0,5,80|81|82|83|84,150,stats_n,True,8.0,30.6000003814697,8.0,11.325917875906898,12.506177758488734,14.29885707615605,30.6000003814697,8.0,11.325917875906898,12.506177758488734,14.29885707615605,30.6000003814697
male,lab.17602.no_meds,PT_SEC,PT-sec,PT sec,Coagulation,sec,manual_clinical_override,high,,85-89,85,89,87.0,log,log_x,True,98448.0,5,85|86|87|88|89,150,stats_n,True,8.10000038146973,30.6000003814697,2.09186410877342,2.455538438821947,2.573005618242713,2.7004220796378138,3.421000021424665,8.10000038146973,11.652706129388298,13.105154397039042,14.886013482257717,30.6000003814697
male,lab.17602.no_meds,PT_SEC,PT-sec,PT sec,Coagulation,sec,manual_clinical_override,high,,85-89,85,89,87.0,regular,x,False,98448.0,5,85|86|87|88|89,150,stats_n,True,8.10000038146973,30.6000003814697,8.10000038146973,11.669798330495164,13.119693043966885,14.891775445250548,30.6000003814697,8.10000038146973,11.669798330495164,13.119693043966885,14.891775445250548,30.6000003814697
male,lab.17602.no_meds,PT_SEC,PT-sec,PT sec,Coagulation,sec,manual_clinical_override,high,,90-94,90,94,92.0,log,log_x,True,37233.0,5,90|91|92|93|94,150,stats_n,True,8.89999961853027,30.6000003814697,2.186051233876326,2.498987211740388,2.6216085533465074,2.7469144323575514,3.421000021424665,8.89999961853027,12.170161919774536,13.757836008956229,15.594439873493243,30.6000003814697
male,lab.17602.no_meds,PT_SEC,PT-sec,PT sec,Coagulation,sec,manual_clinical_override,high,,90-94,90,94,92.0,regular,x,False,37233.0,5,90|91|92|93|94,150,stats_n,True,8.89999961853027,30.6000003814697,8.37619367053876,12.189067924877227,13.778336698717968,15.602059682633891,30.6000003814697,8.37619367053876,12.189067924877227,13.778336698717968,15.602059682633891,30.6000003814697
male,lab.17602.no_meds,PT_SEC,PT-sec,PT sec,Coagulation,sec,manual_clinical_override,high,,95-99,95,99,97.0,log,log_x,True,9435.0,4,95|96|97|98,120,stats_n,True,9.19999980926514,30.6000003814697,2.09326687395993,2.4727488302999254,2.5922674097126923,2.715961483708304,3.421000021424665,8.11137075313183,11.854989458331895,13.360029947865579,15.11913989237331,30.6000003814697
male,lab.17602.no_meds,PT_SEC,PT-sec,PT sec,Coagulation,sec,manual_clinical_override,high,,95-99,95,99,97.0,regular,x,False,9435.0,4,95|96|97|98,120,stats_n,True,9.19999980926514,30.6000003814697,7.0286995628837,11.873643183880237,13.382898528653708,15.118977529306967,30.6000003814697,7.0286995628837,11.873643183880237,13.382898528653708,15.118977529306967,30.6000003814697
male,lab.105.no_meds,PLT,PLT,Platelets,Coagulation,10^3/uL,manual_clinical_override,medium,Platelet count (1000 cells/uL),20-24,20,24,22.0,log,log_x,True,842805.0,5,20|21|22|23|24,150,stats_n,True,49.0,1062.0,3.8918202981106265,5.307611010027137,5.431542784576146,5.5535184798971065,6.967909201801884,49.0,201.86739269597487,228.501502219209,258.14423520608767,1062.0
male,lab.105.no_meds,PLT,PLT,Platelets,Coagulation,10^3/uL,manual_clinical_override,medium,Platelet count (1000 cells/uL),20-24,20,24,22.0,regular,x,False,842805.0,5,20|21|22|23|24,150,stats_n,True,49.0,1062.0,49.0,201.90901905457125,228.54472987110657,258.1698850146122,1062.0,49.0,201.90901905457125,228.54472987110657,258.1698850146122,1062.0
male,lab.105.no_meds,PLT,PLT,Platelets,Coagulation,10^3/uL,manual_clinical_override,medium,Platelet count (1000 cells/uL),25-29,25,29,27.0,log,log_x,True,1039264.0,5,25|26|27|28|29,150,stats_n,True,49.0,1062.0,3.8918202981106265,5.311286705865032,5.435767059504427,5.558501681009286,6.967909201801884,49.0,202.61076119240371,229.4687970072619,259.43383033337307,1062.0
male,lab.105.no_meds,PLT,PLT,Platelets,Coagulation,10^3/uL,manual_clinical_override,medium,Platelet count (1000 cells/uL),25-29,25,29,27.0,regular,x,False,1039264.0,5,25|26|27|28|29,150,stats_n,True,49.0,1062.0,49.0,202.64179527020966,229.51208322959118,259.44259173513115,1062.0,49.0,202.64179527020966,229.51208322959118,259.44259173513115,1062.0
male,lab.105.no_meds,PLT,PLT,Platelets,Coagulation,10^3/uL,manual_clinical_override,medium,Platelet count (1000 cells/uL),30-34,30,34,32.0,log,log_x,True,1113967.0,5,30|31|32|33|34,150,stats_n,True,48.7999992370606,1062.0,3.8877302972250973,5.329843069844044,5.454657311713377,5.576929506195796,6.967909201801884,48.7999992370606,206.40558035467726,233.8447214901502,264.25895332363484,1062.0
male,lab.105.no_meds,PLT,PLT,Platelets,Coagulation,10^3/uL,manual_clinical_override,medium,Platelet count (1000 cells/uL),30-34,30,34,32.0,regular,x,False,1113967.0,5,30|31|32|33|34,150,stats_n,True,48.7999992370606,1062.0,48.7999992370606,206.4435196230603,233.8877273525767,264.26904502581965,1062.0,48.7999992370606,206.4435196230603,233.8877273525767,264.26904502581965,1062.0
male,lab.105.no_meds,PLT,PLT,Platelets,Coagulation,10^3/uL,manual_clinical_override,medium,Platelet count (1000 cells/uL),35-39,35,39,37.0,log,log_x,True,1185877.0,5,35|36|37|38|39,150,stats_n,True,49.0,1062.0,3.8918202981106265,5.339246669749424,5.464167022891266,5.586591432034753,6.967909201801884,49.0,208.35569050810724,236.07912467755673,266.82457821263876,1062.0
male,lab.105.no_meds,PLT,PLT,Platelets,Coagulation,10^3/uL,manual_clinical_override,medium,Platelet count (1000 cells/uL),35-39,35,39,37.0,regular,x,False,1185877.0,5,35|36|37|38|39,150,stats_n,True,49.0,1062.0,49.0,208.39863645904285,236.1223275401809,266.8521347879409,1062.0,49.0,208.39863645904285,236.1223275401809,266.8521347879409,1062.0
male,lab.105.no_meds,PLT,PLT,Platelets,Coagulation,10^3/uL,manual_clinical_override,medium,Platelet count (1000 cells/uL),40-44,40,44,42.0,log,log_x,True,1249444.0,5,40|41|42|43|44,150,stats_n,True,49.0,1061.0,3.8918202981106265,5.344694139354804,5.469130894118185,5.5913854435914105,6.966967138613983,49.0,209.493798890229,237.25390436715423,268.1068093839733,1061.0
male,lab.105.no_meds,PLT,PLT,Platelets,Coagulation,10^3/uL,manual_clinical_override,medium,Platelet count (1000 cells/uL),40-44,40,44,42.0,regular,x,False,1249444.0,5,40|41|42|43|44,150,stats_n,True,49.0,1061.0,49.0,209.5360148769823,237.30106584829474,268.1053859771619,1061.0,49.0,209.5360148769823,237.30106584829474,268.1053859771619,1061.0
male,lab.105.no_meds,PLT,PLT,Platelets,Coagulation,10^3/uL,manual_clinical_override,medium,Platelet count (1000 cells/uL),45-49,45,49,47.0,log,log_x,True,1340353.0,5,45|46|47|48|49,150,stats_n,True,49.0,1062.0,3.8918202981106265,5.3426150394002025,5.466814661506333,5.589172404074935,6.967909201801884,49.0,209.05869281371352,236.70500507119544,267.5141344685621,1062.0
male,lab.105.no_meds,PLT,PLT,Platelets,Coagulation,10^3/uL,manual_clinical_override,medium,Platelet count (1000 cells/uL),45-49,45,49,47.0,regular,x,False,1340353.0,5,45|46|47|48|49,150,stats_n,True,49.0,1062.0,49.0,209.10449586755652,236.75196982766747,267.5196285372169,1062.0,49.0,209.10449586755652,236.75196982766747,267.5196285372169,1062.0
male,lab.105.no_meds,PLT,PLT,Platelets,Coagulation,10^3/uL,manual_clinical_override,medium,Platelet count (1000 cells/uL),50-54,50,54,52.0,log,log_x,True,1503096.0,5,50|51|52|53|54,150,stats_n,True,49.0,1062.0,3.8918202981106265,5.331323679771193,5.456189233729401,5.579313772472131,6.967909201801884,49.0,206.71141285942008,234.20322789915102,264.88976875140503,1062.0
male,lab.105.no_meds,PLT,PLT,Platelets,Coagulation,10^3/uL,manual_clinical_override,medium,Platelet count (1000 cells/uL),50-54,50,54,52.0,regular,x,False,1503096.0,5,50|51|52|53|54,150,stats_n,True,49.0,1062.0,49.0,206.74849686366767,234.25186244496194,264.89528380319103,1062.0,49.0,206.74849686366767,234.25186244496194,264.89528380319103,1062.0
male,lab.105.no_meds,PLT,PLT,Platelets,Coagulation,10^3/uL,manual_clinical_override,medium,Platelet count (1000 cells/uL),55-59,55,59,57.0,log,log_x,True,1740455.0,5,55|56|57|58|59,150,stats_n,True,49.0,1062.0,3.8918202981106265,5.314433638663053,5.440520221414153,5.565075180788197,6.967909201801884,49.0,203.24936794127362,230.56209560693134,261.1448360463794,1062.0
male,lab.105.no_meds,PLT,PLT,Platelets,Coagulation,10^3/uL,manual_clinical_override,medium,Platelet count (1000 cells/uL),55-59,55,59,57.0,regular,x,False,1740455.0,5,55|56|57|58|59,150,stats_n,True,49.0,1062.0,49.0,203.27717305441925,230.61316326075632,261.15031513242076,1062.0,49.0,203.27717305441925,230.61316326075632,261.15031513242076,1062.0
male,lab.105.no_meds,PLT,PLT,Platelets,Coagulation,10^3/uL,manual_clinical_override,medium,Platelet count (1000 cells/uL),60-64,60,64,62.0,log,log_x,True,1906502.0,5,60|61|62|63|64,150,stats_n,True,48.75,1061.0,3.886705197443856,5.289472811297828,5.4170812823037995,5.543961277051593,6.966967138613983,48.75,198.23888855410092,225.22080629690797,255.688850381806,1061.0
male,lab.105.no_meds,PLT,PLT,Platelets,Coagulation,10^3/uL,manual_clinical_override,medium,Platelet count (1000 cells/uL),60-64,60,64,62.0,regular,x,False,1906502.0,5,60|61|62|63|64,150,stats_n,True,48.75,1061.0,48.75,198.26610508707768,225.2765094787494,255.69602170254177,1061.0,48.75,198.26610508707768,225.2765094787494,255.69602170254177,1061.0
male,lab.105.no_meds,PLT,PLT,Platelets,Coagulation,10^3/uL,manual_clinical_override,medium,Platelet count (1000 cells/uL),65-69,65,69,67.0,log,log_x,True,2018894.0,5,65|66|67|68|69,150,stats_n,True,48.7999992370606,1060.0,3.8877302972250973,5.2625071271270665,5.39199138462674,5.52148072102379,6.966024187106113,48.7999992370606,192.9646723105544,219.64033873259845,250.00495083940697,1060.0
male,lab.105.no_meds,PLT,PLT,Platelets,Coagulation,10^3/uL,manual_clinical_override,medium,Platelet count (1000 cells/uL),65-69,65,69,67.0,regular,x,False,2018894.0,5,65|66|67|68|69,150,stats_n,True,48.7999992370606,1060.0,48.7999992370606,192.99634848652443,219.70096725319152,250.02287041028578,1060.0,48.7999992370606,192.99634848652443,219.70096725319152,250.02287041028578,1060.0
male,lab.105.no_meds,PLT,PLT,Platelets,Coagulation,10^3/uL,manual_clinical_override,medium,Platelet count (1000 cells/uL),70-74,70,74,72.0,log,log_x,True,1919162.0,5,70|71|72|73|74,150,stats_n,True,49.0,1060.0,3.8918202981106265,5.241113173118797,5.374278718250175,5.506726300033764,6.966024187106113,49.0,188.8802418310648,215.78417497922888,246.34335136035838,1060.0
male,lab.105.no_meds,PLT,PLT,Platelets,Coagulation,10^3/uL,manual_clinical_override,medium,Platelet count (1000 cells/uL),70-74,70,74,72.0,regular,x,False,1919162.0,5,70|71|72|73|74,150,stats_n,True,49.0,1060.0,49.0,188.92296628790297,215.85835420568074,246.3721449334135,1060.0,49.0,188.92296628790297,215.85835420568074,246.3721449334135,1060.0
male,lab.105.no_meds,PLT,PLT,Platelets,Coagulation,10^3/uL,manual_clinical_override,medium,Platelet count (1000 cells/uL),75-79,75,79,77.0,log,log_x,True,1620509.0,5,75|76|77|78|79,150,stats_n,True,49.0,1062.0,3.8918202981106265,5.223156256600597,5.363525946070835,5.502175781544611,6.967909201801884,49.0,185.51880593280683,213.47632702389242,245.2249080637501,1062.0
male,lab.105.no_meds,PLT,PLT,Platelets,Coagulation,10^3/uL,manual_clinical_override,medium,Platelet count (1000 cells/uL),75-79,75,79,77.0,regular,x,False,1620509.0,5,75|76|77|78|79,150,stats_n,True,49.0,1062.0,49.0,185.56880050419176,213.57030381910533,245.2569450409896,1062.0,49.0,185.56880050419176,213.57030381910533,245.2569450409896,1062.0
male,lab.105.no_meds,PLT,PLT,Platelets,Coagulation,10^3/uL,manual_clinical_override,medium,Platelet count (1000 cells/uL),80-84,80,84,82.0,log,log_x,True,1231979.0,5,80|81|82|83|84,150,stats_n,True,49.0,1061.0,3.8918202981106265,5.215746949507521,5.366498789310463,5.519620128005584,6.966967138613983,49.0,184.14931986467462,214.11190294520569,249.54022583946883,1061.0
male,lab.105.no_meds,PLT,PLT,Platelets,Coagulation,10^3/uL,manual_clinical_override,medium,Platelet count (1000 cells/uL),80-84,80,84,82.0,regular,x,False,1231979.0,5,80|81|82|83|84,150,stats_n,True,49.0,1061.0,49.0,184.20773371204825,214.24105724019495,249.60186733462805,1061.0,49.0,184.20773371204825,214.24105724019495,249.60186733462805,1061.0
male,lab.105.no_meds,PLT,PLT,Platelets,Coagulation,10^3/uL,manual_clinical_override,medium,Platelet count (1000 cells/uL),85-89,85,89,87.0,log,log_x,True,741086.0,5,85|86|87|88|89,150,stats_n,True,48.7000007629395,1061.0,3.885679045754653,5.221962872154931,5.3814309390497215,5.54163479516474,6.966967138613983,48.7000007629395,185.29754272772135,217.33304336547616,255.09468632667208,1061.0
male,lab.105.no_meds,PLT,PLT,Platelets,Coagulation,10^3/uL,manual_clinical_override,medium,Platelet count (1000 cells/uL),85-89,85,89,87.0,regular,x,False,741086.0,5,85|86|87|88|89,150,stats_n,True,48.7000007629395,1061.0,48.7000007629395,185.39550850016698,217.50883771134957,255.15493017532742,1061.0,48.7000007629395,185.39550850016698,217.50883771134957,255.15493017532742,1061.0
male,lab.105.no_meds,PLT,PLT,Platelets,Coagulation,10^3/uL,manual_clinical_override,medium,Platelet count (1000 cells/uL),90-94,90,94,92.0,log,log_x,True,315963.0,5,90|91|92|93|94,150,stats_n,True,49.0,1059.0,3.8918202981106265,5.224953491890478,5.391127084977367,5.56371757535916,6.9650803456014065,49.0,185.85252667528545,219.4505856784052,260.7905449473735,1059.0
male,lab.105.no_meds,PLT,PLT,Platelets,Coagulation,10^3/uL,manual_clinical_override,medium,Platelet count (1000 cells/uL),90-94,90,94,92.0,regular,x,False,315963.0,5,90|91|92|93|94,150,stats_n,True,49.0,1059.0,49.0,185.93940690673347,219.74686582136204,260.92192908111133,1059.0,49.0,185.93940690673347,219.74686582136204,260.92192908111133,1059.0
male,lab.105.no_meds,PLT,PLT,Platelets,Coagulation,10^3/uL,manual_clinical_override,medium,Platelet count (1000 cells/uL),95-99,95,99,97.0,log,log_x,True,81396.0,5,95|96|97|98|99,150,stats_n,True,49.0,1024.0,3.8918202981106265,5.277362885738829,5.455338872178463,5.638806573344927,6.931471805599453,49.0,195.852707767764,234.00415513294908,281.127013723986,1024.0
male,lab.105.no_meds,PLT,PLT,Platelets,Coagulation,10^3/uL,manual_clinical_override,medium,Platelet count (1000 cells/uL),95-99,95,99,97.0,regular,x,False,81396.0,5,95|96|97|98|99,150,stats_n,True,49.0,1024.0,49.0,195.86558045323585,234.70985552571162,281.5110315311689,1024.0,49.0,195.86558045323585,234.70985552571162,281.5110315311689,1024.0
male,lab.60200.no_meds,C_REACTIVE_PROTEIN_CRP,CRP,CRP,Inflammation,mg/L,manual_clinical_override,high,High-Sensitivity C-Reactive Protein (hs-CRP) (mg/L),20-24,20,24,22.0,log,log_x,True,75448.0,5,20|21|22|23|24,150,stats_n,True,0.0010000000474974,64.1699981689453,-6.907755231484738,-2.1148364005550264,-1.3856605877208346,-0.48929763720009484,4.161535783227988,0.0010000000474974,0.12065302670682419,0.2501584935689628,0.6130568313177512,64.1699981689453
male,lab.60200.no_meds,C_REACTIVE_PROTEIN_CRP,CRP,CRP,Inflammation,mg/L,manual_clinical_override,high,High-Sensitivity C-Reactive Protein (hs-CRP) (mg/L),20-24,20,24,22.0,regular,x,False,75448.0,5,20|21|22|23|24,150,stats_n,True,0.0010000000474974,64.1699981689453,-0.14085630695591,0.13111134187658294,0.27016187398902475,0.6218299453029656,64.1699981689453,-0.14085630695591,0.13111134187658294,0.27016187398902475,0.6218299453029656,64.1699981689453
male,lab.60200.no_meds,C_REACTIVE_PROTEIN_CRP,CRP,CRP,Inflammation,mg/L,manual_clinical_override,high,High-Sensitivity C-Reactive Protein (hs-CRP) (mg/L),25-29,25,29,27.0,log,log_x,True,88119.0,5,25|26|27|28|29,150,stats_n,True,0.0010000000474974,67.9599990844727,-6.907755231484738,-1.976344039438956,-1.2838424102982564,-0.4640780960068569,4.21891928333217,0.0010000000474974,0.1385749368427,0.27697101692792675,0.6287144524615976,67.9599990844727
male,lab.60200.no_meds,C_REACTIVE_PROTEIN_CRP,CRP,CRP,Inflammation,mg/L,manual_clinical_override,high,High-Sensitivity C-Reactive Protein (hs-CRP) (mg/L),25-29,25,29,27.0,regular,x,False,88119.0,5,25|26|27|28|29,150,stats_n,True,0.0010000000474974,67.9599990844727,-0.0970417165537819,0.15104576382896465,0.294487379741841,0.6355501662135661,67.9599990844727,-0.0970417165537819,0.15104576382896465,0.294487379741841,0.6355501662135661,67.9599990844727
